Company Name,Company Description,Logo Path,Original Link,Country,Founded,Industry,Sector,Employees,CEO,Address,Phone,Website,Ticker Symbol,Exchange,Fiscal Year,Reporting Currency,CIK Code,CUSIP Number,ISIN Number,SIC Code,IPO Date,Stock Type,Employer ID,IPO Price,Share Class
"Virpax Pharmaceuticals, Inc.","Virpax Pharmaceuticals, Inc., a preclinical-stage pharmaceutical company, develops various drug-delivery systems and drug-releasing technologies focused on advancing non-opioid and non-addictive pain management treatments and treatments for central nervous system disorders.
Its preclinical stage product candidates include Epoladerm, a topical spray film delivery technology for osteoarthritis pain; Probudur, an injectable local anesthetic liposomal gel technology for postoperative pain management; and Envelta, a nanotechnology-based intranasal spray drug product candidate that enables the delivery of a metabolically labile peptide drug into the brain.
The company’s preclinical stage product candidates also comprise AnQlar, an anti-viral barrier to prevent or reduce the risk or the intensity of viral infections in humans, including influenza and SARS-CoV-2; and NobrXiol, an investigational formulation to be delivered via the nasal route to enhance cannabidiol transport to the brain.
Virpax Pharmaceuticals, Inc. was founded in 2016 and is headquartered in Berwyn, Pennsylvania.","Data/company_logos_stock_analysis\Virpax_Pharmaceuticals,_Inc._logo.svg",https://stockanalysis.com/stocks/vrpx/,United States,2016,Biotechnology,Healthcare,7,Jatinder Dhaliwal,"1055 Westlakes Drive, Suite 300
Berwyn, Pennsylvania 19312
United States",610 727 4597,virpaxpharma.com,VRPX,NASDAQ,January - December,USD,0001708331,928251206,US9282512063,2834,"Feb 17, 2021",Common Stock,82-1510982,$10.00,
Phio Pharmaceuticals Corp.,"Phio Pharmaceuticals Corp. engages in the development of immuno-oncology therapeutics in the United States.
The company is developing PH-762, an INTASYL compound in Phase 1b dose-escalating clinical trials to reduce the expression of cell death protein 1 (PD-1), a protein that inhibits T cells’ ability to kill cancer cells; and PH-762 treated double positive tumor infiltrating lymphocytes, which is in Phase 1 clinical trials to treat advanced melanoma and other advanced solid tumors.
It is also developing PH-894, an INTASYL compound in IND enabling studies to silence BRD4, a protein that controls gene expression in both T cells and tumor cells, effecting the immune system and the tumor.
The company was formerly known as RXi Pharmaceuticals Corporation and changed its name to Phio Pharmaceuticals Corp. in November 2018.
Phio Pharmaceuticals Corp. was incorporated in 2011 and is based in Marlborough, Massachusetts.",Data/company_logos_stock_analysis\Phio_Pharmaceuticals_Corp._logo.svg,https://stockanalysis.com/stocks/phio/,United States,2011,Biotechnology,Healthcare,9,Robert Bitterman,"11 Apex Drive, Suite 300A
Marlborough, Massachusetts 01752
United States",508 767 3861,phiopharma.com,PHIO,NASDAQ,January - December,USD,0001533040,71880W303,US71880W4024,2834,,Common Stock,,,
Akanda Corp.,"Akanda Corp., through its subsidiaries, engages in the cultivation, manufacture, and distribution of cannabis-based products for medicinal use worldwide.
It offers medicinal-grade cannabis and cannabis based medical and wellness products. The company was incorporated in 2021 and is headquartered in New Romney, the United Kingdom.",Data/company_logos_stock_analysis\Akanda_Corp._logo.svg,https://stockanalysis.com/stocks/akan/,United Kingdom,2021,Drug Manufacturers - Specialty & Generic,Healthcare,46,Katharyn Field,"1a, 1b Learoyd Road
New Romney, TN28 8XU
United Kingdom",44 20 2498 7917,akandacorp.com,AKAN,NASDAQ,January - December,USD,0001888014,00971M106,CA00971M2058,2833,"Mar 15, 2022",Common Stock,,$4.00,
PainReform Ltd.,"PainReform Ltd., a clinical stage specialty pharmaceutical company, focuses on the reformulation of established therapeutics and provides an extended period of post-surgical pain relief in Israel.
It develops PRF-110, a viscous clear oil-based solution that is instilled directly into the surgical wound to provide localized and extended post-operative analgesia, as well as in Phase 3 clinical trial for pain treatment of patients undergoing bunionectomy and second trial for pain treatment of hernia repair operations.
The company was incorporated in 2007 and is based in Tel Aviv, Israel.",Data/company_logos_stock_analysis\PainReform_Ltd._logo.svg,https://stockanalysis.com/stocks/prfx/,Israel,2007,Drug Manufacturers - Specialty & Generic,Healthcare,7,Ehud Geller,"65 Yigal Alon St.
Tel Aviv, 6744316
Israel",972 3 7177050,painreform.com,PRFX,NASDAQ,January - December,USD,0001801834,M77798102,IL0011651580,2834,"Sep 1, 2020",,,$8.00,
"TransCode Therapeutics, Inc.","TransCode Therapeutics, Inc., a biopharmaceutical company, focuses on developing and commercializing drugs and diagnostics for treating and identifying cancer.
The company’s lead therapeutic candidate comprises TTX-MC138 that targets microRNA-10b, a master regulator of metastatic cell viability in various cancers comprising breast, pancreatic, ovarian, colon cancer, glioblastomas, and others.
Its preclinical programs include TTX-siPDL1, an siRNA-based modulator of programmed death-ligand 1 and two indication agnostic programs; TTX-RIGA, an RNA- based agonist of the retinoic acid-inducible gene I targeting activation of innate immunity in the tumor microenvironment; TTX-CRISPR, a CRISPR/Cas9-based therapy platform for the repair or elimination of cancer-causing genes inside tumor cells; and TTX-mRNA, an mRNA-based platform for the development of cancer vaccines that activate cytotoxic immune responses against tumor cells.
TransCode Therapeutics, Inc. has strategic collaboration agreement with The University of Texas M. D.
Anderson Cancer Center. The company was incorporated in 2016 and is based in Boston, Massachusetts.","Data/company_logos_stock_analysis\TransCode_Therapeutics,_Inc._logo.svg",https://stockanalysis.com/stocks/rnaz/,United States,2016,Biotechnology,Healthcare,10,Thomas Fitzgerald,"6 Liberty Square, Suite 2382
Boston, Massachusetts 02109
United States",857 837 3099,transcodetherapeutics.com,RNAZ,NASDAQ,January - December,USD,0001829635,89357L105,US89357L3033,2834,"Jul 9, 2021",Common Stock,81-1065054,$4.00,
"Scorpius Holdings, Inc.","Scorpius Holdings, Inc., through its subsidiary Scorpius BioManufacturing, operates as an integrated contract development and manufacturing organization.
The company engages in clinical and commercial drug substance manufacturing; and release and stability testing activities.
It is also involved in the provision of various process development services, including upstream and downstream development and optimization, and analytical method development solutions, as well as cell line development, testing, and characterization services.
The company was formerly known as NightHawk Biosciences, Inc. and changed its name to Scorpius Holdings, Inc. in February 2024.
Scorpius Holdings, Inc. was incorporated in 2008 and is based in Morrisville, North Carolina.","Data/company_logos_stock_analysis\Scorpius_Holdings,_Inc._logo.svg",https://stockanalysis.com/stocks/scpx/,United States,2008,Biotechnology,Healthcare,84,Jeffrey Wolf,"627 Davis Drive, Suite 300
Morrisville, North Carolina 27560
United States",919 240 7133,scorpiusbiologics.com,SCPX,NYSEAMERICAN,January - December,USD,0001476963,,US42237K4094,2834,"Jul 24, 2013",Common Stock,26-2844103,,
"China SXT Pharmaceuticals, Inc.","China SXT Pharmaceuticals, Inc., a pharmaceutical company, engages in the research, development, manufacture, marketing, and sale of traditional Chinese medicine pieces (TCMP) in China.
The company offers advanced, fine, and regular TCMP products, and raw medicinal material, such as SanQiFen, HongQi, SuMu, JiangXiang, CuYanHuSuo, XiaTianWu, LuXueJing, XueJie, ChaoSuanZaoRen, HongQuMi, ChuanBeiMu, HuangShuKuiHua, WuWeiZi, DingXiang, RenShen, QingGuo, JueMingZi, ShaRen, and ChenXiang.
It provides its products under the Suxuantang, Hui Chun Tang, and Tong Ren Tang brands. The company had an end-customer base of pharmaceutical companies, chain pharmacies, and hospitals, as well as pharmaceutical distributors.
China SXT Pharmaceuticals, Inc. was founded in 2005 and is headquartered in Taizhou, China.","Data/company_logos_stock_analysis\China_SXT_Pharmaceuticals,_Inc._logo.svg",https://stockanalysis.com/stocks/sxtc/,China,2005,Drug Manufacturers - Specialty & Generic,Healthcare,75,Feng Zhou,"178 North Taidong Road
Taizhou, 225300
China",86 523 8629 8290,sxtchina.com,SXTC,NASDAQ,April - March,USD,0001723980,G2161P108,VGG2161P1403,2834,"Jan 4, 2019",Common Stock,,$4.00,
CSL Limited,"CSL Limited researches, develops, manufactures, markets, and distributes biopharmaceutical and vaccines in Australia, the United States, Germany, the United Kingdom, Switzerland, China, Hong Kong, and internationally.
The company operates through CSL Behring, CSL Seqirus, and CSL Vifor segments. The CSL Behring segment offers plasma products, gene therapies, and recombinants.
The CSL Seqirus segment provides influenza related products and pandemic services to governments. The CSL Vifor segment offers products in the therapeutic areas of iron deficiency and nephrology.
The company also licenses CSL intellectual property. CSL Limited was founded in 1916 and is headquartered in Melbourne, Australia.",Data/company_logos_stock_analysis\CSL_Limited_logo.png,https://stockanalysis.com/quote/otc/CMXHF/,Australia,1916,Biotechnology,Healthcare,"32,698",Paul McKenzie,"655 Elizabeth Street
Melbourne, 3000
Australia",61 3 9389 1911,csl.com.au,CMXHF,OTCMKTS,July - June,USD,,,AU000000CSL8,2836,,,,,
CSL Limited,"CSL Limited researches, develops, manufactures, markets, and distributes biopharmaceutical and vaccines in Australia, the United States, Germany, the United Kingdom, Switzerland, China, Hong Kong, and internationally.
The company operates through CSL Behring, CSL Seqirus, and CSL Vifor segments. The CSL Behring segment offers plasma products, gene therapies, and recombinants.
The CSL Seqirus segment provides influenza related products and pandemic services to governments. The CSL Vifor segment offers products in the therapeutic areas of iron deficiency and nephrology.
The company also licenses CSL intellectual property. CSL Limited was founded in 1916 and is headquartered in Melbourne, Australia.",Data/company_logos_stock_analysis\CSL_Limited_logo.png,https://stockanalysis.com/quote/otc/CSLLY/,Australia,1916,Biotechnology,Healthcare,"32,698",Paul McKenzie,"655 Elizabeth Street
Melbourne, 3000
Australia",61 3 9389 1911,csl.com.au,CSLLY,OTCMKTS,July - June,USD,,,US12637N2045,2836,,,,,
Merck KGaA,"Merck KGaA operates as a science and technology company in Germany.
It operates through Life Science, Healthcare, and Electronics segments. The company’s Life Science segment offers tools, chemicals, and equipment for academic labs, biotech, and pharmaceutical manufacturers, as well as industrial sector.
This segment provides drug manufacturers with process development expertise and technologies, such as continuous bioprocessing; testing kits and services; reagents and services; testing solutions that analyze air, water, and soil; and testing and tools, as well as products that help test nutritional value and identify quality inconsistencies.
Its Healthcare segment discovers, develops, manufacturers, and markets prescription drugs and biopharmaceuticals for the treatment of oncology, neurology and immunology, fertility, endocrinology, as well as cardiovascular, diabetes, thyroid disorders, and multiple sclerosis; general medicines; and injection device and disease monitoring software.
The Electronics segment supplies materials for the semiconductor and display industries and surface design, such as delivery systems and services, as well as surface solutions, including cosmetics, effect pigments, and functional solutions.
In addition, it has in-licensing agreement with Debiopharm International SA for developing and commercializing drug candidates for the treatment of head and neck cancer; Jiangsu Hengrui Pharmaceuticals Co. Ltd. for developing, manufacturing, and commercializing drug candidates for the treatment of metastatic colorectal cancer; and Abbisko Therapeutics Co. Ltd. for developing and commercializing of drug candidates for the treatment of tenosynovial giant cell tumor, as well as license and collaboration agreement with Merck KGaA to discover two targeted protein degraders against critical oncogenic proteins.
The company was founded in 1668 and is headquartered in Darmstadt, Germany. Merck KGaA operates as a subsidiary of E.
Merck KGaA.",Data/company_logos_stock_analysis\Merck_KGaA_logo.png,https://stockanalysis.com/quote/otc/MKGAF/,Germany,1668,Drug Manufacturers - Specialty & Generic,Healthcare,"62,908",Belen Garijo Lopez,"Frankfurter Strasse 250
Darmstadt, 64293
Germany",49 6151 72 0,merckgroup.com,MKGAF,OTCMKTS,January - December,EUR,,,DE0006599905,2834,,,,,
Takeda Pharmaceutical Company Limited,"Takeda Pharmaceutical Company Limited engages in the research, development, manufacture, marketing, and out-licensing of pharmaceutical products in Japan and internationally.
It offers pharmaceutical products in the areas of gastroenterology, rare diseases, plasma derived therapies, immunology, oncology, and neuroscience.
The company provides its products under the Entyvio, Gattex/Revestive, Takecab/Vocinti, EOHILIA, Alofisel, Dexilant, Pantoloc/Controloc, Adynovate/Adynovi, Feiba, Recombinate, Hemofil/Immunate/Immunine, Takhzyro, Livtencity, ADZYNMA, Elaprase, Replagal, Advate, Flexbumin, Vpriv, Gammagard Liquid/Kiovig, Hyqvia, Cuvitru, Exkivity, FRUZAQLA, Ninlaro, Velcade, Azilva-F, Lotriga, Iclusig, Leuplin/Enantone, Adcetris, vyvanse/elvanse, Trintellix, QDENGA, and Alunbrig brands.
It has in-license agreement with BioMarin, Luxna Biotech, GlaxoSmithKline, Halozyme, and Kamada; collaboration with Neurocrine Biosciences, Inc., Seagen Inc., Anima Biotech, Denali Therapeutics, KSQ Therapeutics, Noile-Immune Biotech, Center for iPS Cell Research Application, Kyoto University (CiRA), and Charles River Laboratories; licensing agreement with Mirum Pharmaceuticals and Twist Bioscience, UCSD/Fortis Advisors, PeptiDream, MD Anderson Cancer Center, Teva Pharmaceutical Industries, and Xenetic Biosciences; collaboration and licensing agreement with Arrowhead Pharmaceuticals Inc., Engitix, Genevant Sciences Corporation, Sosei Heptares, Zedira/Dr.
Falk Pharma, Exelixis, Inc., GlaxoSmithKline, Heidelberg Pharma, HUTCHMED, Presage Biosciences, Codexis, Inc., Ensoma, Envozyne, KM Biologics, and Selecta BioScience, and Ovid Therapeutics Inc.; and collaboration with ZEDIRA GmbH and Dr.
Falk Pharma GmbH. It has research collaboration and licensing agreement with Crescendo Biologics, Code Bio, Immusoft, Poseida Therapeutics, and Selecta Biosciences.
The company was founded in 1781 and is headquartered in Tokyo, Japan.",Data/company_logos_stock_analysis\Takeda_Pharmaceutical_Company_Limited_logo.png,https://stockanalysis.com/quote/otc/TKPHF/,Japan,1781,Drug Manufacturers - Specialty & Generic,Healthcare,"49,281",Christophe Weber,"1-1, Nihonbashi-Honcho 2-chome
Tokyo, 103-8668
Japan",81 3 3278-2111,takeda.com,TKPHF,OTCMKTS,April - March,JPY,,,JP3463000004,2834,,Common Stock,,,
argenx SE,"argenx SE, a biotechnology company, engages in the developing of various therapies for the treatment of autoimmune diseases in the United States, Japan, Europe, Middle East, Africa, and China.
Its lead product candidate is efgartigimod for the treatment of patients with myasthenia gravis, immune thrombocytopenia, pemphigus vulgaris, generalized myasthenia gravis, chronic inflammatory demyelinating polyneuropathy, thyroid eye disease, bullous pemphigoid, myositis, primary sjögren’s syndrome, post-covid postural orthostatic tachycardia syndrome, membranous nephropathy, lupus nephropathy, anca-associated vasculitis, and antibody mediated rejection; ENHANZE SC; Empasiprubart for multifocal motor neuropath, delayed graft function, and dermatomyositis; and ARGX-119 for congenital myasthenic syndrome and amyotrophic lateral sclerosis.
The company is developing ARGX-213 targets FcRn; ARGX-121 and ARGX-220 targets immune system; ARGX-109 targets IL-6; ARGX-118 for inflammation; and ARGX-109, as well as cusatuzumab, ARGX-112, ARGX-114, and ARGX-115.
It owns VYVGART; VYVGART HYTRULO; VYVDURA; ARGENX; ABDEG; NHANCE; SIMPLE ANTIBODY; and ARGENXMEDHUB. The company has strategic partnership with AbbVie S.À.R.L., Zai Lab Limited, and LEO Pharma A/S; and collaboration and license agreement with Genor Biopharma Co. Ltd, Université Catholique de Louvain, Sopartec S.A., NYU Langone Health, Leiden University Medical Center, AgomAb Therapeutics NV, Broteio Pharma B.V., VIB vzw, University of Texas, BioWa, Inc., and Shire International GmbH.
It has collaboration agreement with Genmab A/S to discover, develop, and commercialize novel therapeutic antibodies with applications in immunology and oncology, as well as a strategic collaboration with IQVIA Holdings Inc. to provide safety systems and services.
argenx SE was incorporated in 2008 and is based in Amsterdam, the Netherlands.",Data/company_logos_stock_analysis\argenx_SE_logo.png,https://stockanalysis.com/quote/otc/ARGNF/,Netherlands,2008,Biotechnology,Healthcare,"1,148",Timothy Van Hauwermeiren,"Laarderhoogtweg 25
Amsterdam, 1101EB
Netherlands",31 10 703 8441,argenx.com,ARGNF,OTCMKTS,January - December,USD,,,NL0010832176,2836,,,,,
UCB SA,"UCB SA, a biopharmaceutical company, develops products and solutions for people with neurology and immunology diseases worldwide.
The company’s primary products include Cimzia for inflammatory TNF mediated diseases, as well as ankylosing spondylitis, axial spondyloarthritis, Crohn's disease, non-radiographic axial spondyloarthritis, plaque psoriasis, psoriatic arthritis, and rheumatoid arthritis; Vimpat, Keppra, and Briviact for epilepsy; Neupro for Parkinson’s disease and restless legs syndrome; Nayzilam, a nasal spray rescue treatment for epilepsy seizure clusters; and Zyrtec and Xyzal for allergies.
It also offers Evenity for the treatment of osteoporosis in postmenopausal women; Bimzelx for treating plaque psoriasis, psoriatic arthritis, and axial spondyloarthritis; and Fintepla to treat Dravet syndrome.
In addition, the company is involved in developing rozanolixizumab and Zilbrisq to treat myasthenia gravis; dapirolizumab pegol for systemic lupus erythematosus; fenfluramine to treat CDKL5 deficiency disorder; doxecitine for TK2 deficiency disorder; STACCATO alprazolam for stereotypical prolonged seizures; bepranemab to treat Alzheimer’s disease; minzasolmin and UCB0222 for Parkinson’s disease; and UCB1381 and UCB9741 for atropic dermatitis.
Further, it engages in contract manufacturing activities. UCB SA has collaboration agreements with Amgen, Biogen, Roche/Genentech, Novartis, and Otsuka.
The company was incorporated in 1925 and is headquartered in Brussels, Belgium.",Data/company_logos_stock_analysis\UCB_SA_logo.png,https://stockanalysis.com/quote/otc/UCBJY/,Belgium,1925,Biotechnology,Healthcare,"9,083",Jean-Christophe Tellier,"AllEe de la Recherche, 60
Brussels, 1070
Belgium",32 2 559 99 99,ucb.com,UCBJY,OTCMKTS,January - December,EUR,,,US9034801012,2836,,,,,
UCB SA,"UCB SA, a biopharmaceutical company, develops products and solutions for people with neurology and immunology diseases worldwide.
The company’s primary products include Cimzia for inflammatory TNF mediated diseases, as well as ankylosing spondylitis, axial spondyloarthritis, Crohn's disease, non-radiographic axial spondyloarthritis, plaque psoriasis, psoriatic arthritis, and rheumatoid arthritis; Vimpat, Keppra, and Briviact for epilepsy; Neupro for Parkinson’s disease and restless legs syndrome; Nayzilam, a nasal spray rescue treatment for epilepsy seizure clusters; and Zyrtec and Xyzal for allergies.
It also offers Evenity for the treatment of osteoporosis in postmenopausal women; Bimzelx for treating plaque psoriasis, psoriatic arthritis, and axial spondyloarthritis; and Fintepla to treat Dravet syndrome.
In addition, the company is involved in developing rozanolixizumab and Zilbrisq to treat myasthenia gravis; dapirolizumab pegol for systemic lupus erythematosus; fenfluramine to treat CDKL5 deficiency disorder; doxecitine for TK2 deficiency disorder; STACCATO alprazolam for stereotypical prolonged seizures; bepranemab to treat Alzheimer’s disease; minzasolmin and UCB0222 for Parkinson’s disease; and UCB1381 and UCB9741 for atropic dermatitis.
Further, it engages in contract manufacturing activities. UCB SA has collaboration agreements with Amgen, Biogen, Roche/Genentech, Novartis, and Otsuka.
The company was incorporated in 1925 and is headquartered in Brussels, Belgium.",Data/company_logos_stock_analysis\UCB_SA_logo.png,https://stockanalysis.com/quote/otc/UCBJF/,Belgium,1925,Biotechnology,Healthcare,"9,083",Jean-Christophe Tellier,"AllEe de la Recherche, 60
Brussels, 1070
Belgium",32 2 559 99 99,ucb.com,UCBJF,OTCMKTS,January - December,EUR,,,BE0003739530,2836,,,,,
Teva Pharmaceutical Industries Limited,"Teva Pharmaceutical Industries Limited develops, manufactures, markets, and distributes generic medicines, specialty medicines, and biopharmaceutical products in North America, Europe, Israel, and internationally.
It offers generic medicines in various dosage forms, such as tablets, capsules, injectables, inhalants, liquids, transdermal patches, ointments, and creams; sterile products, hormones, high-potency drugs, and cytotoxic substances in parenteral and solid dosage forms; and generic products with medical devices and combination products.
The company focuses on the central nervous system (CNS), respiratory, and oncology areas. It provides active pharmaceutical ingredients, as well as contract manufacturing services; and operates an out-licensing platform that offers a portfolio of products to other pharmaceutical companies.
The company also offers BENDEKA and TREANDA injections for the treatment of chronic lymphocytic leukemia and indolent b-cell non-hodgkin’s lymphoma; GRANIX; TRISENOX; LONQUEX; and TEVAGRASTIM/RATIOGRASTIM.
In addition, it provides COPAXONE for the treatment of relapsing forms of multiple sclerosis; AJOVY for the preventive treatment of migraine in adults; AUSTEDO for the treatment of neurodegenerative and movement disorders associated with Huntington’s disease and tardive dyskinesia; UZEDY for the treatment of schizophrenia; ProAir RespiClick inhalation powder; QVAR for treatment for asthma; BRALTUS, a long-acting muscarinic antagonist; CINQAIR/CINQAERO injection; DuoResp Spiromax, an inhaled corticosteroid and long-acting beta-agonist bronchodilator; and AirDuo RespiClick fluticasone propionate and salmeterol inhalation powder.
The company offers its OTC products under SUDOCREM, NasenDuo, DICLOX FORTE, OLFEN Max, and FLEGAMINA brand names.
It has collaboration agreements with MedinCell; Sanofi; Alvotech; and Biolojic Design Ltd., as well as license agreement with MODAG GmbH.
The company was founded in 1901 and is based in Tel Aviv, Israel.",Data/company_logos_stock_analysis\Teva_Pharmaceutical_Industries_Limited_logo.png,https://stockanalysis.com/quote/otc/TEVJF/,Israel,1901,Drug Manufacturers - Specialty & Generic,Healthcare,"36,472",Richard Francis,"124 Dvora HaNevi’a Street
Tel Aviv, 6944020
Israel",972 3 914 8213,tevapharm.com,TEVJF,OTCMKTS,January - December,USD,,,IL0006290147,2834,,,,,
Genmab A/S,"Genmab A/S develops antibody therapeutics for the treatment of cancer and other diseases primarily in Denmark.
The company markets DARZALEX, a human monoclonal antibody for the treatment of patients with multiple myeloma (MM); teprotumumab for the treatment of thyroid eye disease; and Amivantamab for advanced or metastatic gastric or esophageal cancer and NSCLC.
Its products include daratumumab to treat MM, non-MM blood cancers, and AL amyloidosis; GEN1047; tisotumab vedotin for treating cervical, ovarian, and solid cancers; DuoBody-PD-L1x4-1BB, and DuoBody-CD40x4-1BB for treating solid tumors; Epcoritamab for relapsed/refractory diffuse large B-cell lymphoma and chronic lymphocytic leukemia; and HexaBody-CD38 and GEN3017 for treating hematological malignancies.
In addition, the company develops Inclacumab, which is in Phase 3 trial for vaso-occlusive crises; Camidanlumab tesirine to treat hodgkin lymphoma and solid tumors; JNJ-64007957 and JNJ-64407564 to treat MM; PRV-015 for treating celiac disease; Mim8 for treating haemophilia A; and Lu AF82422 for treating multiple system atrophy disease.
It operates various active pre-clinical programs. The company has a commercial license and collaboration agreement with Seagen Inc. to co-develop tisotumab vedotin.
It also has a collaboration agreement with argenx to discover, develop, and commercialize novel therapeutic antibodies with applications in immunology and oncology; and AbbVie for the development of epcoritamab, as well as collaborations with BioNTech, Janssen, and Novo Nordisk A/S.
Genmab A/S was founded in 1999 and is headquartered in Copenhagen, Denmark.",,https://stockanalysis.com/quote/otc/GNMSF/,Denmark,1999,Biotechnology,Healthcare,"2,204",Jan G.J. de Winkel,"Carl Jacobsens Vej 30
Copenhagen, 2500
Denmark",45 70 20 27 28,genmab.com,GNMSF,OTCMKTS,January - December,DKK,,,DK0010272202,2836,,,,,
"Shionogi & Co., Ltd.","Shionogi & Co., Ltd. engages in the research, development, manufacture, and distribution of pharmaceuticals, diagnostic reagents, and medical devices in Japan.
It offers Fetroja, a multidrug-resistant for gram-negative bacterial infection treatment; Cabenuva and Apretude an anti-HIV and HIV prophylactic drug; Xocova an oral COVID-19 treatment drug; Finibax a carbapenem antibiotic; Xofluza, an influenza antiviral drug; and Tivicay, an anti-HIV drug.
It also develops S-872600 an influenza nasal vaccine; S-875670 anCOVID-19 nasal vaccine; S-540956 a nucleic acid adjuvant; S-554110 a nontuberculous mycobacterial infection; S-337395 for RSV infections; S-892216 for COVID-19 therapeutics; Olorofim for invasive aspergillosis; cefiderocol for aerobic gram-negative bacterial infections and infectious diseases; S-268019 a COVID-19 prophylactic vaccine; S-268019 a prophylactic vaccine for COVID-19; ensitrelvir for COVID-19 treatment and prevention; baloxavir for influenza virus infection; S-365598 for HIV infection; and S-555739 for suppressing aggravation of COVID-19.
In addition, the company develops S-540956 for nucleic acid adjuvant; S-109802 for post-stroke spasticity; S-151128 for chronic pain; S-588210 and S-531011 for solid tumor; S-309309 for obesity; BPN14770 for Alzheimer’s disease and fragile X syndrome; S-588410 for bladder cancer; S-488210 for head and neck squamous cell carcinoma; S-005151 for Acute ischemic stroke and epidermolysis bullosa; Rizmoic for opioid-induced constipation; ADR-001 for decompensated liver cirrhosis; S-222611 for malignant tumor; S-812217 for depression; GRT7039 for pain associated with osteoarthritis of the knee; SDT-001 for inattentive ADHD; S-588410 for esophageal cancer; SR-0379 for cutaneous ulcer; and S-723595 for type 2 diabetes.
The company was formerly known as Shionogi Shoten Co., Ltd. and changed its name to Shionogi & Co., Ltd. in 1943.
Shionogi & Co., Ltd. was founded in 1878 and is headquartered in Osaka, Japan.","Data/company_logos_stock_analysis\Shionogi_&_Co.,_Ltd._logo.png",https://stockanalysis.com/quote/otc/SGIOF/,Japan,1878,Drug Manufacturers - Specialty & Generic,Healthcare,"4,959",Isao Teshirogi,"1-8, Doshomachi 3-chome
Osaka, 541-0045
Japan",81 6 6202 2161,shionogi.com,SGIOF,OTCMKTS,April - March,JPY,,,JP3347200002,2834,,Common Stock,,,
"Shionogi & Co., Ltd.","Shionogi & Co., Ltd. engages in the research, development, manufacture, and distribution of pharmaceuticals, diagnostic reagents, and medical devices in Japan.
It offers Fetroja, a multidrug-resistant for gram-negative bacterial infection treatment; Cabenuva and Apretude an anti-HIV and HIV prophylactic drug; Xocova an oral COVID-19 treatment drug; Finibax a carbapenem antibiotic; Xofluza, an influenza antiviral drug; and Tivicay, an anti-HIV drug.
It also develops S-872600 an influenza nasal vaccine; S-875670 anCOVID-19 nasal vaccine; S-540956 a nucleic acid adjuvant; S-554110 a nontuberculous mycobacterial infection; S-337395 for RSV infections; S-892216 for COVID-19 therapeutics; Olorofim for invasive aspergillosis; cefiderocol for aerobic gram-negative bacterial infections and infectious diseases; S-268019 a COVID-19 prophylactic vaccine; S-268019 a prophylactic vaccine for COVID-19; ensitrelvir for COVID-19 treatment and prevention; baloxavir for influenza virus infection; S-365598 for HIV infection; and S-555739 for suppressing aggravation of COVID-19.
In addition, the company develops S-540956 for nucleic acid adjuvant; S-109802 for post-stroke spasticity; S-151128 for chronic pain; S-588210 and S-531011 for solid tumor; S-309309 for obesity; BPN14770 for Alzheimer’s disease and fragile X syndrome; S-588410 for bladder cancer; S-488210 for head and neck squamous cell carcinoma; S-005151 for Acute ischemic stroke and epidermolysis bullosa; Rizmoic for opioid-induced constipation; ADR-001 for decompensated liver cirrhosis; S-222611 for malignant tumor; S-812217 for depression; GRT7039 for pain associated with osteoarthritis of the knee; SDT-001 for inattentive ADHD; S-588410 for esophageal cancer; SR-0379 for cutaneous ulcer; and S-723595 for type 2 diabetes.
The company was formerly known as Shionogi Shoten Co., Ltd. and changed its name to Shionogi & Co., Ltd. in 1943.
Shionogi & Co., Ltd. was founded in 1878 and is headquartered in Osaka, Japan.","Data/company_logos_stock_analysis\Shionogi_&_Co.,_Ltd._logo.png",https://stockanalysis.com/quote/otc/SGIOY/,Japan,1878,Drug Manufacturers - Specialty & Generic,Healthcare,"4,959",Isao Teshirogi,"1-8, Doshomachi 3-chome
Osaka, 541-0045
Japan",81 6 6202 2161,shionogi.com,SGIOY,OTCMKTS,April - March,JPY,,,US8246671098,2834,,,,,
